scaffold,start,end,length,method,type,type_start,type_end,overlap,overlap/length
ptg000008l,2281922,2282236,314,EVM,mRNA,1620057,3476985,314,1.00
ptg000008l,2877150,2877443,293,EVM,mRNA,1620057,3476985,293,1.00
ptg000008l,3759899,3760197,298,EVM,mRNA,3677349,4020156,298,1.00
ptg000010l,933465,933792,327,EVM,mRNA,894834,1367318,327,1.00
ptg000012l,192208,192505,297,EVM,mRNA,4466,852547,297,1.00
ptg000012l,481036,481349,313,EVM,mRNA,4466,852547,313,1.00
ptg000012l,494487,494789,302,EVM,mRNA,4466,852547,302,1.00
ptg000012l,1220576,1220838,262,EVM,mRNA,1174082,1868809,262,1.00
ptg000017l,232043,232349,306,EVM,mRNA,26148,1379437,306,1.00
ptg000017l,1231272,1231552,280,EVM,mRNA,26148,1379437,280,1.00
ptg000019l,845191,845484,293,EVM,mRNA,166508,1318922,293,1.00
ptg000020l,487621,487907,286,EVM,mRNA,20440,1311707,286,1.00
ptg000020l,2252993,2253303,310,EVM,mRNA,2191420,2787481,310,1.00
ptg000023l,2374781,2375060,279,EVM,mRNA,1758092,3235798,279,1.00
ptg000024l,2665313,2665608,295,EVM,mRNA,2518034,2760365,295,1.00
ptg000024l,3110425,3110708,283,EVM,mRNA,2893721,3429021,283,1.00
ptg000024l,3160111,3160414,303,EVM,mRNA,2893721,3429021,303,1.00
ptg000024l,5827563,5827870,307,EVM,mRNA,4797036,5959847,307,1.00
ptg000024l,5877911,5878218,307,EVM,mRNA,4797036,5959847,307,1.00
ptg000027l,776435,776750,315,EVM,mRNA,372562,882562,315,1.00
ptg000028l,1191540,1191823,283,EVM,mRNA,842462,1280167,283,1.00
ptg000035l,579698,579996,298,EVM,mRNA,388508,2578542,298,1.00
ptg000037l,1503712,1504007,295,EVM,mRNA,472727,1873051,295,1.00
ptg000037l,3078605,3078923,318,EVM,mRNA,3029668,3652283,318,1.00
ptg000037l,3218254,3218582,328,EVM,mRNA,3029668,3652283,328,1.00
ptg000037l,3448981,3449307,326,EVM,mRNA,3029668,3652283,326,1.00
ptg000037l,3573281,3573583,302,EVM,mRNA,3029668,3652283,302,1.00
ptg000037l,4454077,4454398,321,EVM,mRNA,4393546,4816887,321,1.00
ptg000039l,4383643,4383946,303,EVM,mRNA,2881423,4489599,303,1.00
ptg000039l,4389784,4390085,301,EVM,mRNA,2881423,4489599,301,1.00
ptg000042l,1429813,1430120,307,EVM,mRNA,1305237,2580709,307,1.00
ptg000043l,824224,824516,292,EVM,mRNA,797370,2450439,292,1.00
ptg000043l,927237,927553,316,EVM,mRNA,797370,2450439,316,1.00
ptg000043l,1229327,1229607,280,EVM,mRNA,797370,2450439,280,1.00
ptg000043l,2250678,2250994,316,EVM,mRNA,797370,2450439,316,1.00
ptg000044l,1735601,1735915,314,EVM,mRNA,1259154,2127049,314,1.00
ptg000044l,2078189,2078506,317,EVM,mRNA,1259154,2127049,317,1.00
ptg000046l,515125,515397,272,EVM,mRNA,266149,978015,272,1.00
ptg000048l,1234411,1234699,288,EVM,mRNA,1126939,2341187,288,1.00
ptg000048l,3111320,3111627,307,EVM,mRNA,2470593,4396555,307,1.00
ptg000048l,4169851,4170132,281,EVM,mRNA,2470593,4396555,281,1.00
ptg000048l,4326392,4326709,317,EVM,mRNA,2470593,4396555,317,1.00
ptg000048l,6208551,6208864,313,EVM,mRNA,4489515,6515745,313,1.00
ptg000048l,7848632,7848915,283,EVM,mRNA,7063913,9875443,283,1.00
ptg000048l,7927842,7928138,296,EVM,mRNA,7063913,9875443,296,1.00
ptg000048l,8107749,8108016,267,EVM,mRNA,7063913,9875443,267,1.00
ptg000048l,12617803,12618107,304,EVM,mRNA,11771990,12709159,304,1.00
ptg000048l,14107608,14107897,289,EVM,mRNA,13609286,16499777,289,1.00
ptg000048l,14712663,14712952,289,EVM,mRNA,13609286,16499777,289,1.00
ptg000048l,14891348,14891657,309,EVM,mRNA,13609286,16499777,309,1.00
ptg000048l,15011409,15011680,271,EVM,mRNA,13609286,16499777,271,1.00
ptg000048l,15017701,15018008,307,EVM,mRNA,13609286,16499777,307,1.00
ptg000048l,15597620,15597901,281,EVM,mRNA,13609286,16499777,281,1.00
ptg000048l,15657574,15657864,290,EVM,mRNA,13609286,16499777,290,1.00
ptg000051l,494986,495282,296,EVM,mRNA,430404,576239,296,1.00
ptg000052l,56468,56766,298,EVM,mRNA,36847,1735268,298,1.00
ptg000052l,967130,967418,288,EVM,mRNA,36847,1735268,288,1.00
ptg000052l,1417430,1417744,314,EVM,mRNA,36847,1735268,314,1.00
ptg000055l,459802,460132,330,EVM,mRNA,368670,761688,330,1.00
ptg000055l,532563,532878,315,EVM,mRNA,368670,761688,315,1.00
ptg000055l,622603,622893,290,EVM,mRNA,368670,761688,290,1.00
ptg000057l,1866889,1867182,293,EVM,mRNA,1556594,1880937,293,1.00
ptg000061l,76517,76803,286,EVM,mRNA,14774,791807,286,1.00
ptg000062l,1192111,1192410,299,EVM,mRNA,680220,3390047,299,1.00
ptg000062l,1723766,1724099,333,EVM,mRNA,680220,3390047,333,1.00
ptg000062l,2457699,2457985,286,EVM,mRNA,680220,3390047,286,1.00
ptg000062l,2900429,2900710,281,EVM,mRNA,680220,3390047,281,1.00
ptg000063l,1269349,1269665,316,EVM,mRNA,89735,1966211,316,1.00
ptg000065l,1203937,1204260,323,EVM,mRNA,137152,2451324,323,1.00
ptg000065l,1867881,1868177,296,EVM,mRNA,137152,2451324,296,1.00
ptg000065l,2656371,2656678,307,EVM,mRNA,2655598,2905386,307,1.00
ptg000068l,948587,948897,310,EVM,mRNA,109806,1962004,310,1.00
ptg000068l,1070674,1070983,309,EVM,mRNA,109806,1962004,309,1.00
ptg000069l,2587376,2587680,304,EVM,mRNA,1757704,3331821,304,1.00
ptg000070l,193904,194230,326,EVM,mRNA,18570,194078,174,0.53
ptg000071l,2280143,2280428,285,EVM,mRNA,2255240,2574360,285,1.00
ptg000071l,2404654,2404966,312,EVM,mRNA,2255240,2574360,312,1.00
ptg000071l,2999043,2999370,327,EVM,mRNA,2857943,3462612,327,1.00
ptg000071l,5602261,5602536,275,EVM,mRNA,5177459,5753075,275,1.00
ptg000071l,5697812,5698123,311,EVM,mRNA,5177459,5753075,311,1.00
ptg000071l,6076865,6077163,298,EVM,mRNA,6032304,6574133,298,1.00
ptg000074l,2619453,2619731,278,EVM,mRNA,2534491,2946336,278,1.00
ptg000074l,2672666,2672945,279,EVM,mRNA,2534491,2946336,279,1.00
ptg000076l,230116,230410,294,EVM,mRNA,45572,529312,294,1.00
ptg000078l,897914,898236,322,EVM,mRNA,829253,4219199,322,1.00
ptg000078l,1068815,1069104,289,EVM,mRNA,829253,4219199,289,1.00
ptg000078l,1278169,1278494,325,EVM,mRNA,829253,4219199,325,1.00
ptg000078l,1469799,1470080,281,EVM,mRNA,829253,4219199,281,1.00
ptg000078l,2174583,2174893,310,EVM,mRNA,829253,4219199,310,1.00
ptg000078l,3103972,3104280,308,EVM,mRNA,829253,4219199,308,1.00
ptg000079l,1816428,1816753,325,EVM,mRNA,1628244,1989761,325,1.00
ptg000079l,1889334,1889635,301,EVM,mRNA,1628244,1989761,301,1.00
ptg000080l,3117094,3117379,285,EVM,mRNA,3048490,3287607,285,1.00
ptg000080l,3233117,3233398,281,EVM,mRNA,3048490,3287607,281,1.00
ptg000081l,164453,164785,332,EVM,mRNA,9569,2605966,332,1.00
ptg000082l,5578404,5578700,296,EVM,mRNA,4759423,6231614,296,1.00
ptg000082l,5743542,5743830,288,EVM,mRNA,4759423,6231614,288,1.00
ptg000084l,226260,226583,323,EVM,mRNA,35834,407136,323,1.00
ptg000085l,768381,768706,325,EVM,mRNA,254752,3353483,325,1.00
ptg000085l,1008485,1008780,295,EVM,mRNA,254752,3353483,295,1.00
ptg000085l,4239934,4240255,321,EVM,mRNA,3774619,4447363,321,1.00
ptg000085l,4279849,4280169,320,EVM,mRNA,3774619,4447363,320,1.00
ptg000085l,4583774,4584082,308,EVM,mRNA,4447830,5217106,308,1.00
ptg000085l,4997365,4997650,285,EVM,mRNA,4447830,5217106,285,1.00
ptg000086l,679747,680029,282,EVM,mRNA,18327,795961,282,1.00
ptg000086l,984814,985129,315,EVM,mRNA,984119,1147818,315,1.00
ptg000088l,11749,12029,280,EVM,mRNA,5,147205,280,1.00
ptg000089l,75888,76221,333,EVM,mRNA,74384,1433661,333,1.00
ptg000089l,346559,346862,303,EVM,mRNA,74384,1433661,303,1.00
ptg000090l,686058,686345,287,EVM,mRNA,364228,761987,287,1.00
ptg000092l,1058551,1058816,265,EVM,mRNA,883322,1346189,265,1.00
ptg000093l,48352,48650,298,EVM,mRNA,22575,220669,298,1.00
ptg000094l,3063532,3063832,300,EVM,mRNA,2489760,3137076,300,1.00
ptg000094l,3226180,3226479,299,EVM,mRNA,3145188,3322418,299,1.00
ptg000094l,3552550,3552863,313,EVM,mRNA,3480382,4285567,313,1.00
ptg000094l,7634743,7635068,325,EVM,mRNA,7566919,7728833,325,1.00
ptg000094l,7820191,7820473,282,EVM,mRNA,7779674,8182876,282,1.00
ptg000096l,1118293,1118604,311,EVM,mRNA,957460,3859327,311,1.00
ptg000096l,1655820,1656134,314,EVM,mRNA,957460,3859327,314,1.00
ptg000096l,1660227,1660528,301,EVM,mRNA,957460,3859327,301,1.00
ptg000096l,3435566,3435874,308,EVM,mRNA,957460,3859327,308,1.00
ptg000098l,450469,450774,305,EVM,mRNA,408165,3158393,305,1.00
ptg000098l,547663,547976,313,EVM,mRNA,408165,3158393,313,1.00
ptg000098l,1061994,1062285,291,EVM,mRNA,408165,3158393,291,1.00
ptg000098l,1303687,1304001,314,EVM,mRNA,408165,3158393,314,1.00
ptg000098l,1749011,1749324,313,EVM,mRNA,408165,3158393,313,1.00
ptg000098l,2043186,2043497,311,EVM,mRNA,408165,3158393,311,1.00
ptg000098l,2767302,2767590,288,EVM,mRNA,408165,3158393,288,1.00
ptg000098l,2905524,2905822,298,EVM,mRNA,408165,3158393,298,1.00
ptg000100l,862856,863182,326,EVM,mRNA,159073,1055643,326,1.00
ptg000103l,852643,852952,309,EVM,mRNA,331929,861908,309,1.00
ptg000104l,2586976,2587307,331,EVM,mRNA,2442853,2625590,331,1.00
ptg000104l,3987267,3987555,288,EVM,mRNA,2783010,4210803,288,1.00
ptg000104l,5110942,5111227,285,EVM,mRNA,5053288,5115074,285,1.00
ptg000104l,5600594,5600892,298,EVM,mRNA,5302444,5870268,298,1.00
ptg000104l,6162069,6162381,312,EVM,mRNA,6002881,7118950,312,1.00
ptg000104l,6629850,6630168,318,EVM,mRNA,6002881,7118950,318,1.00
ptg000104l,6940322,6940645,323,EVM,mRNA,6002881,7118950,323,1.00
ptg000104l,9549707,9550018,311,EVM,mRNA,9185228,10880176,311,1.00
ptg000104l,9713306,9713599,293,EVM,mRNA,9185228,10880176,293,1.00
ptg000104l,9736560,9736878,318,EVM,mRNA,9185228,10880176,318,1.00
ptg000104l,9934107,9934418,311,EVM,mRNA,9185228,10880176,311,1.00
ptg000104l,10300706,10301029,323,EVM,mRNA,9185228,10880176,323,1.00
ptg000104l,10532986,10533281,295,EVM,mRNA,9185228,10880176,295,1.00
ptg000104l,10542938,10543260,322,EVM,mRNA,9185228,10880176,322,1.00
ptg000107l,7377589,7377877,288,EVM,mRNA,6686796,8114370,288,1.00
ptg000107l,8682609,8682887,278,EVM,mRNA,8462154,8753491,278,1.00
ptg000107l,8873200,8873508,308,EVM,mRNA,8816631,9649395,308,1.00
ptg000107l,9468560,9468881,321,EVM,mRNA,8816631,9649395,321,1.00
ptg000109l,306094,306364,270,EVM,mRNA,17928,364413,270,1.00
ptg000111l,2405278,2405569,291,EVM,mRNA,1512074,2715737,291,1.00
ptg000113l,888995,889295,300,EVM,mRNA,366490,1213046,300,1.00
ptg000115l,443961,444253,292,EVM,mRNA,276346,1067676,292,1.00
ptg000115l,784456,784784,328,EVM,mRNA,276346,1067676,328,1.00
ptg000119l,984936,985255,319,EVM,mRNA,883581,2764029,319,1.00
ptg000121l,403776,404091,315,EVM,mRNA,101422,567535,315,1.00
ptg000121l,407805,408096,291,EVM,mRNA,101422,567535,291,1.00
ptg000121l,1757394,1757697,303,EVM,mRNA,1031671,3010225,303,1.00
ptg000121l,2141169,2141456,287,EVM,mRNA,1031671,3010225,287,1.00
ptg000121l,2513957,2514304,347,EVM,mRNA,1031671,3010225,347,1.00
ptg000122l,2849308,2849603,295,EVM,mRNA,2534648,3257800,295,1.00
ptg000122l,3245735,3246055,320,EVM,mRNA,2534648,3257800,320,1.00
ptg000122l,3273740,3274053,313,EVM,mRNA,3264587,3300606,313,1.00
ptg000122l,4743285,4743555,270,EVM,mRNA,3875265,5500366,270,1.00
ptg000123l,3644832,3645151,319,EVM,mRNA,3194314,4351153,319,1.00
ptg000123l,4186393,4186687,294,EVM,mRNA,3194314,4351153,294,1.00
ptg000123l,5411967,5412289,322,EVM,mRNA,4833841,5446301,322,1.00
ptg000124l,102845,103157,312,EVM,mRNA,22159,1251749,312,1.00
ptg000124l,118156,118473,317,EVM,mRNA,22159,1251749,317,1.00
ptg000124l,880341,880646,305,EVM,mRNA,22159,1251749,305,1.00
ptg000126l,1775094,1775382,288,EVM,mRNA,1534956,1837617,288,1.00
ptg000127l,2732624,2732921,297,EVM,mRNA,1852090,3145142,297,1.00
ptg000128l,1953681,1953950,269,EVM,mRNA,1641898,2228306,269,1.00
ptg000128l,2151878,2152193,315,EVM,mRNA,1641898,2228306,315,1.00
ptg000130l,1658756,1659048,292,EVM,mRNA,1385814,2707046,292,1.00
ptg000130l,1716618,1716904,286,EVM,mRNA,1385814,2707046,286,1.00
ptg000130l,2666449,2666782,333,EVM,mRNA,1385814,2707046,333,1.00
ptg000131l,2692361,2692656,295,EVM,mRNA,1824454,4418067,295,1.00
ptg000131l,2995683,2996007,324,EVM,mRNA,1824454,4418067,324,1.00
ptg000131l,3103472,3103759,287,EVM,mRNA,1824454,4418067,287,1.00
ptg000131l,3318928,3319250,322,EVM,mRNA,1824454,4418067,322,1.00
ptg000131l,5059217,5059500,283,EVM,mRNA,4894894,5144474,283,1.00
ptg000131l,6878203,6878504,301,EVM,mRNA,6740554,6998299,301,1.00
ptg000135l,388858,389183,325,EVM,mRNA,150329,589949,325,1.00
ptg000136l,483795,484093,298,EVM,mRNA,114325,553319,298,1.00
ptg000137l,181507,181806,299,EVM,mRNA,2066,4909130,299,1.00
ptg000137l,1144577,1144879,302,EVM,mRNA,2066,4909130,302,1.00
ptg000137l,1292011,1292320,309,EVM,mRNA,2066,4909130,309,1.00
ptg000137l,2543307,2543616,309,EVM,mRNA,2066,4909130,309,1.00
ptg000137l,2822218,2822526,308,EVM,mRNA,2066,4909130,308,1.00
ptg000138l,612306,612624,318,EVM,mRNA,518411,1005374,318,1.00
ptg000140l,1794288,1794624,336,EVM,mRNA,18673,2139737,336,1.00
ptg000140l,2075461,2075726,265,EVM,mRNA,18673,2139737,265,1.00
ptg000142l,592166,592473,307,EVM,mRNA,443005,1980528,307,1.00
ptg000147l,1281472,1281783,311,EVM,mRNA,965370,1454819,311,1.00
ptg000147l,2030364,2030679,315,EVM,mRNA,1827026,2532639,315,1.00
ptg000147l,2143292,2143591,299,EVM,mRNA,1827026,2532639,299,1.00
ptg000147l,2683723,2684011,288,EVM,mRNA,2645525,3197844,288,1.00
ptg000147l,5348264,5348564,300,EVM,mRNA,5028181,5369550,300,1.00
ptg000148l,1613557,1613863,306,EVM,mRNA,1345159,1846314,306,1.00
ptg000148l,2180944,2181236,292,EVM,mRNA,2128606,2260474,292,1.00
ptg000151l,1707878,1708195,317,EVM,mRNA,1529554,2139986,317,1.00
ptg000152l,1061636,1061934,298,EVM,mRNA,941110,1317438,298,1.00
ptg000152l,1177368,1177644,276,EVM,mRNA,941110,1317438,276,1.00
ptg000155l,703678,703993,315,EVM,mRNA,606767,2549278,315,1.00
ptg000155l,1566251,1566519,268,EVM,mRNA,606767,2549278,268,1.00
ptg000155l,2027794,2028077,283,EVM,mRNA,606767,2549278,283,1.00
ptg000155l,2442500,2442823,323,EVM,mRNA,606767,2549278,323,1.00
ptg000156l,4191684,4191985,301,EVM,mRNA,3881833,4273335,301,1.00
ptg000156l,6435400,6435685,285,EVM,mRNA,5925701,6465921,285,1.00
ptg000157l,2306542,2306841,299,EVM,mRNA,2240766,2392819,299,1.00
ptg000159l,277585,277880,295,EVM,mRNA,205428,309612,295,1.00
ptg000160l,1006139,1006428,289,EVM,mRNA,616105,1244387,289,1.00
ptg000161l,1146300,1146590,290,EVM,mRNA,4050,1629896,290,1.00
ptg000161l,5378148,5378460,312,EVM,mRNA,5351569,5528712,312,1.00
ptg000164l,382263,382526,263,EVM,mRNA,292902,796038,263,1.00
ptg000168l,2391661,2391976,315,EVM,mRNA,2351189,2580692,315,1.00
ptg000168l,2951802,2952099,297,EVM,mRNA,2691341,2984753,297,1.00
ptg000168l,2956166,2956460,294,EVM,mRNA,2691341,2984753,294,1.00
ptg000170l,2083945,2084206,261,EVM,mRNA,3507,3233451,261,1.00
ptg000170l,2201292,2201600,308,EVM,mRNA,3507,3233451,308,1.00
ptg000171l,652070,652387,317,EVM,mRNA,588971,1118695,317,1.00
ptg000171l,1062785,1063108,323,EVM,mRNA,588971,1118695,323,1.00
ptg000175l,1781099,1781395,296,EVM,mRNA,1119027,2244956,296,1.00
ptg000180l,7311705,7312022,317,EVM,mRNA,7297647,7437541,317,1.00
ptg000180l,7383111,7383410,299,EVM,mRNA,7297647,7437541,299,1.00
ptg000186l,1932909,1933208,299,EVM,mRNA,1508805,1977176,299,1.00
ptg000188l,1239962,1240302,340,EVM,mRNA,1215933,1416825,340,1.00
ptg000190l,386470,386753,283,EVM,mRNA,87531,573077,283,1.00
ptg000193l,131453,131769,316,EVM,mRNA,1412,161090,316,1.00
ptg000195l,1432550,1432856,306,EVM,mRNA,1415789,1624793,306,1.00
ptg000197l,2541628,2541926,298,EVM,mRNA,2391457,2907469,298,1.00
ptg000197l,2591204,2591521,317,EVM,mRNA,2391457,2907469,317,1.00
ptg000197l,3037245,3037561,316,EVM,mRNA,3023625,4406254,316,1.00
ptg000200l,704091,704422,331,EVM,mRNA,672080,715432,331,1.00
ptg000200l,1286880,1287171,291,EVM,mRNA,1184546,3285826,291,1.00
ptg000200l,1923964,1924293,329,EVM,mRNA,1184546,3285826,329,1.00
ptg000200l,3535075,3535401,326,EVM,mRNA,3532902,6134524,326,1.00
ptg000200l,4195578,4195861,283,EVM,mRNA,3532902,6134524,283,1.00
ptg000200l,5088598,5088895,297,EVM,mRNA,3532902,6134524,297,1.00
ptg000200l,5217063,5217351,288,EVM,mRNA,3532902,6134524,288,1.00
ptg000200l,5397105,5397396,291,EVM,mRNA,3532902,6134524,291,1.00
ptg000200l,5999697,5999998,301,EVM,mRNA,3532902,6134524,301,1.00
ptg000201l,429289,429593,304,EVM,mRNA,147003,603709,304,1.00
ptg000201l,511528,511832,304,EVM,mRNA,147003,603709,304,1.00
ptg000203l,134891,135166,275,EVM,mRNA,48996,1394637,275,1.00
ptg000203l,306376,306664,288,EVM,mRNA,48996,1394637,288,1.00
ptg000203l,1304377,1304652,275,EVM,mRNA,48996,1394637,275,1.00
ptg000206l,520480,520779,299,EVM,mRNA,354300,4456616,299,1.00
ptg000206l,879377,879637,260,EVM,mRNA,354300,4456616,260,1.00
ptg000206l,2038207,2038479,272,EVM,mRNA,354300,4456616,272,1.00
ptg000206l,2154277,2154584,307,EVM,mRNA,354300,4456616,307,1.00
ptg000206l,2587022,2587323,301,EVM,mRNA,354300,4456616,301,1.00
ptg000206l,2992153,2992434,281,EVM,mRNA,354300,4456616,281,1.00
ptg000206l,3383055,3383353,298,EVM,mRNA,354300,4456616,298,1.00
ptg000206l,3799693,3799975,282,EVM,mRNA,354300,4456616,282,1.00
ptg000207l,304458,304761,303,EVM,mRNA,200080,1329578,303,1.00
ptg000208l,350083,350382,299,EVM,mRNA,42265,786803,299,1.00
ptg000208l,724963,725299,336,EVM,mRNA,42265,786803,336,1.00
ptg000208l,773107,773403,296,EVM,mRNA,42265,786803,296,1.00
ptg000209l,2757393,2757681,288,EVM,mRNA,2304663,2797807,288,1.00
ptg000209l,3182422,3182702,280,EVM,mRNA,3009178,4158957,280,1.00
ptg000209l,4099603,4099902,299,EVM,mRNA,3009178,4158957,299,1.00
ptg000209l,5656244,5656578,334,EVM,mRNA,5593974,5954146,334,1.00
ptg000210l,142425,142741,316,EVM,mRNA,1724,1815820,316,1.00
ptg000210l,3165711,3165988,277,EVM,mRNA,2546470,4858239,277,1.00
ptg000210l,3380519,3380835,316,EVM,mRNA,2546470,4858239,316,1.00
ptg000210l,4834420,4834732,312,EVM,mRNA,2546470,4858239,312,1.00
ptg000210l,5028185,5028506,321,EVM,mRNA,4871301,5058043,321,1.00
ptg000211l,540758,541055,297,EVM,mRNA,346911,1827539,297,1.00
ptg000212l,1545283,1545605,322,EVM,mRNA,1448450,1691882,322,1.00
ptg000215l,2155091,2155405,314,EVM,mRNA,2059845,2547407,314,1.00
ptg000218l,2557664,2557947,283,EVM,mRNA,2557743,2931433,205,0.72
ptg000219l,1330064,1330358,294,EVM,mRNA,1155234,1697660,294,1.00
ptg000219l,4345066,4345360,294,EVM,mRNA,2252632,4735888,294,1.00
ptg000219l,4638558,4638861,303,EVM,mRNA,2252632,4735888,303,1.00
ptg000221l,1391322,1391624,302,EVM,mRNA,1338790,1393792,302,1.00
ptg000221l,1451512,1451819,307,EVM,mRNA,1402673,1743167,307,1.00
ptg000221l,2566158,2566490,332,EVM,mRNA,2456088,2798584,332,1.00
ptg000221l,2948679,2948960,281,EVM,mRNA,2822668,2989968,281,1.00
ptg000222l,1833259,1833586,327,EVM,mRNA,1183186,2106358,327,1.00
ptg000222l,2650495,2650793,298,EVM,mRNA,2499407,3043948,298,1.00
ptg000230l,447147,447444,297,EVM,mRNA,281341,1189352,297,1.00
ptg000230l,1085448,1085717,269,EVM,mRNA,281341,1189352,269,1.00
ptg000231l,436051,436345,294,EVM,mRNA,320975,1488792,294,1.00
ptg000231l,449865,450170,305,EVM,mRNA,320975,1488792,305,1.00
ptg000231l,468824,469119,295,EVM,mRNA,320975,1488792,295,1.00
ptg000231l,575118,575435,317,EVM,mRNA,320975,1488792,317,1.00
ptg000232l,1107741,1108035,294,EVM,mRNA,867869,2998219,294,1.00
ptg000232l,1156541,1156849,308,EVM,mRNA,867869,2998219,308,1.00
ptg000232l,2734129,2734438,309,EVM,mRNA,867869,2998219,309,1.00
ptg000232l,2951155,2951459,304,EVM,mRNA,867869,2998219,304,1.00
ptg000234l,3136023,3136294,271,EVM,mRNA,3012522,3392597,271,1.00
ptg000234l,3546260,3546565,305,EVM,mRNA,3497872,3886652,305,1.00
ptg000234l,5566036,5566356,320,EVM,mRNA,5527394,7038804,320,1.00
ptg000234l,7384269,7384590,321,EVM,mRNA,7360983,9021840,321,1.00
ptg000234l,8076729,8077012,283,EVM,mRNA,7360983,9021840,283,1.00
ptg000235l,1771073,1771365,292,EVM,mRNA,1768946,2178881,292,1.00
ptg000235l,2512041,2512348,307,EVM,mRNA,2402373,3174141,307,1.00
ptg000236l,172747,173043,296,EVM,mRNA,81780,174427,296,1.00
ptg000236l,248974,249295,321,EVM,mRNA,210598,419898,321,1.00
ptg000236l,1477578,1477901,323,EVM,mRNA,789518,2505610,323,1.00
ptg000236l,2436789,2437069,280,EVM,mRNA,789518,2505610,280,1.00
ptg000237l,65424,65709,285,EVM,mRNA,60214,154885,285,1.00
ptg000237l,894523,894819,296,EVM,mRNA,790184,1094575,296,1.00
ptg000239l,364508,364814,306,EVM,mRNA,351441,1002967,306,1.00
ptg000239l,576805,577126,321,EVM,mRNA,351441,1002967,321,1.00
ptg000239l,757900,758171,271,EVM,mRNA,351441,1002967,271,1.00
ptg000240l,886990,887269,279,EVM,mRNA,658831,2022383,279,1.00
ptg000241l,233464,233779,315,EVM,mRNA,202259,1245383,315,1.00
ptg000241l,1748577,1748874,297,EVM,mRNA,1687025,1787594,297,1.00
ptg000241l,2148578,2148864,286,EVM,mRNA,2008756,2964669,286,1.00
ptg000241l,4161066,4161350,284,EVM,mRNA,3657826,4696081,284,1.00
ptg000241l,4280798,4281134,336,EVM,mRNA,3657826,4696081,336,1.00
ptg000244l,1161050,1161343,293,EVM,mRNA,912049,3884954,293,1.00
ptg000244l,4095731,4096030,299,EVM,mRNA,4042986,4215662,299,1.00
ptg000244l,4640909,4641201,292,EVM,mRNA,4397333,4729717,292,1.00
ptg000244l,5403113,5403404,291,EVM,mRNA,5290307,5529763,291,1.00
ptg000245l,828511,828822,311,EVM,mRNA,199844,1132224,311,1.00
ptg000245l,1128575,1128892,317,EVM,mRNA,199844,1132224,317,1.00
ptg000247l,210521,210812,291,EVM,mRNA,154708,1506252,291,1.00
ptg000247l,1114004,1114308,304,EVM,mRNA,154708,1506252,304,1.00
ptg000247l,1245945,1246236,291,EVM,mRNA,154708,1506252,291,1.00
ptg000248l,1961221,1961521,300,EVM,mRNA,1629152,2359891,300,1.00
ptg000248l,2294179,2294454,275,EVM,mRNA,1629152,2359891,275,1.00
ptg000248l,3302338,3302649,311,EVM,mRNA,2640716,4057751,311,1.00
ptg000249l,533815,534097,282,EVM,mRNA,44,722638,282,1.00
ptg000249l,2066942,2067256,314,EVM,mRNA,2018311,2096167,314,1.00
ptg000250l,738658,738930,272,EVM,mRNA,658913,4815339,272,1.00
ptg000250l,800847,801160,313,EVM,mRNA,658913,4815339,313,1.00
ptg000250l,1721533,1721840,307,EVM,mRNA,658913,4815339,307,1.00
ptg000250l,1832674,1832999,325,EVM,mRNA,658913,4815339,325,1.00
ptg000250l,2198325,2198603,278,EVM,mRNA,658913,4815339,278,1.00
ptg000250l,2691653,2691972,319,EVM,mRNA,658913,4815339,319,1.00
ptg000250l,4497407,4497717,310,EVM,mRNA,658913,4815339,310,1.00
ptg000251l,1223755,1224077,322,EVM,mRNA,6588,4994820,322,1.00
ptg000251l,1554819,1555121,302,EVM,mRNA,6588,4994820,302,1.00
ptg000251l,2866883,2867163,280,EVM,mRNA,6588,4994820,280,1.00
ptg000251l,3222254,3222561,307,EVM,mRNA,6588,4994820,307,1.00
ptg000251l,3374805,3375099,294,EVM,mRNA,6588,4994820,294,1.00
ptg000251l,3972835,3973134,299,EVM,mRNA,6588,4994820,299,1.00
ptg000251l,3989215,3989517,302,EVM,mRNA,6588,4994820,302,1.00
ptg000251l,4392722,4392996,274,EVM,mRNA,6588,4994820,274,1.00
ptg000251l,4632738,4633021,283,EVM,mRNA,6588,4994820,283,1.00
ptg000251l,4707504,4707793,289,EVM,mRNA,6588,4994820,289,1.00
ptg000251l,4769455,4769764,309,EVM,mRNA,6588,4994820,309,1.00
